John,1,1,2,3,4,5,6,7,6-7,9,10,11,12-13,14,16,17,18,23 (FT),26-27,29,30,32-33 (FTN),36,45,49,51
John,2,11,14-15,16,17 (FT),19 (FT),22,23,22-23,24-45
John,3,3 (Q),5 (Q),6,8,11 (Q),12,14-15,16,17,18,19,20-21,29,30,31,34,35,36
John,4,9,10 (FT),13-14 (FTN),14,22,23,24,34,35,36,38,42,48,53
John,5,17 (FT),19,20,21,22-23,24 (Q),25 (Q),26-27,28-29,30,36,39-40,43,44,46
John,6,11,14,15,14-15,27,29 (FT),32 (Q),33,35 (FT),37,38-39,40,44,47 (Q),48,51,53 (Q),54,56,57,63,68,69,68-69
John,7,16-17 (FTN),17,18,23,24,28-29 (FTN),33,37,38-39,42
John,8,7 (FT),12 (FT),14,15,14-15,15-16,16,18,24,28,29,31-32,34 (Q),36,42,44,50,51 (Q),54 (FT),58 (Q)
John,9,3,3-4,4,5,4-5,11,16,22,25,31,34-35,39 (FT),41 (FT)
John,10,4,5,4-5,7,8,9,10,11 (Q),14-15 (Q2V),15,16,17-18,27,28-29,30,33,37,38
John,11,4,9-10 (FTN),21,26,25-26 (FTN),27,40 (FT),45,50,51,52,50-51,51-52,57
John,12,3,7,8,7-8,13,15,24 (Q),23,25,26,27-28,31,32,35-36 (FTN),36,38 (FT),40,42,43,44 (FT),46,47,48,50
John,13,1,3,5,8,10,13,14,13-14,16 (Q),20 (Q),26,38,31-32 (FTN),34-35
John,14,1,2-3,6 (FT),7,10,11,12 (Q),13,14,15 (Q),16-17,18,21,23-24 (FTN),24,26,27,28
John,15,1,2,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,26
John,16,2,7,12-13,16,20 (Q),21-22,23-24,27-28,33
John,17,1-2 (FTN),3,5,6,5-6,11,12,14,15,17,18,20-21,22-23,24
John,18,6,11,17,20,25,27,36 (FT),37
John,19,1,6,7,6-7,11,12,11-12,17-18,19,28,30,31,35,36-37,38,40
John,20,1,2,13,17,18,19,21 (FT),22,23,25,27,29 (FT),30-31
John,21,3,12,14,15,17,18 (Q),19,24,25
